name,line
Jerry," (Finishes packing the car, and closes the door of the car.) Let's lose the 'tude, please. It's supposed to be romantic. (Opens the passenger seat door.)"
Beth," Speaking of disasters, dad, we are leaving you in charge, here."
Rick," I know, c-can we wrap this up? Morty and I (belching) have some synthetic laser-eels oxidizing in the garage."
Beth," (Angry) Hey, don't blow me off. I am drawing a line, okay? Any damage to this house or these children when we get back, and... no more adventures with Morty. (Opens the car door off screen.)"
Morty," Aw, geez, Rick! If my mom's the one who's saying it, then you know it's pretty serious this time."
Beth and Jerry in unison, That's right.
Jerry, Wait... What?
Rick," Listen, you have my word as a caregiver, everything's gonna be fine. And if not, like you say, no more adventures or whatever. It's like that old song ""blomp blomp-a noop noop a-noop noop noop"". You guys know that song? (Elbows Morty.) From Tiny Roger's? You never heard of it? You know, the black effeminate guy from the '50s?"
Rick," No-nobody? (Angry) A-all right, whatever. Look, who cares? Just go on your stupid trip."
Jerry, (Serious) Not one thing out of place.
Jerry, Not a single thing.
Summer," (Happy) Well, we're past the point of no return. I'm going to have a party."
Summer, (Off screen) I found Jello.
Summer," Can you sneak your mom's vodka? Yes, she does. I saw it in your laundry room. (Grabs another box) Listen, you can't both be in denial about it. Okay, bye. (Stops the call)"
Morty," Summer, you can't throw a party! Remember what mom said?"
Summer," Yeah, if anything gets messed up, you and grandpa Rick get punished. I'm only a human being, Morty."
Morty," Rick, tell Summer she can't have a party!"
Rick," (Pulls out a tray with canapes on it, and places it on the bench off screen.) Uh, Summer, you can't have a party."
Summer, Ugh.
Rick," (Back on screen.) Because (burp) I'm having a party, b-I-I-I-itch! (burp)"
Morty," Oh, what?! Rick, you can't!"
Summer, What do you mean you're having a party? (Sarcastic) Are some glip glops from the third dimension going to come over and play cards or something?
Rick," ""Glip glop?"" You're lucky a Traflorkian doesn't hear you say that."
Summer, Is that like their n-word?
Rick," It's like the n-word and the c-word had a baby, and it was raised by all the bad words for Jews. (Drinks from a soda can.)"
Morty," Listen, I think the three of us could just, you know, have a nice time, like just hanging out, and, you know, doing a little bonding and --"
Summer, (Interrupts Morty) screw that. This is my chance to gain some footing with the cool kids.
Rick," That's why you party? Boy, you really are 17."
Summer, Why do you party?
Rick," To get (burp) wr-wriggedy wriggedy wrecked, son!"
Summer, Just keep your sci-fi friends away from my awesome ones.
Rick," Yeah, and you keep your awesome friends away from my canapes. (Places a piece of food into his canapes to finish preparing them.)"
Tour Guide," After dinner, Titanic 2 will attach to the rail system near our replica iceberg, and the hydraulics encased in these tubes will execute a controlled sink into the icy depths."
Jerry, A rail system seems archaic for an attraction this impressive. Are you sure the ship will sink?
Tour Guide," I can assure you the ship will sink, as it has a thousand times before. It is un-unsinkable."
Jerry," (Notices the front of the Titanic, full of people.) Ooh! Look, it's the line for the bow!"
Beth," (Bored and unimpressed) Jerry, I'd love to just kick back with a Margarita and read."
Beth," Do you mind if I skip the whole ""king of the world"" bit?"
Jerry," Well, it's not the ""king of the world"" bit. That's Jack and fabrizio. (Grabs Beth's hat and places it on her head.) This is where rose says, ""I'm flying, Jack!"" But whatever. I can be the only one to do it alone."
Beth," (Looks to her right, and smiles.) Well, what about her?"
Beth," Excuse me, ma'am. Would you like to take my place in line?"
Lucy," (Shy) I, uh -- I could get into trouble."
Beth, (Takes off her hat and places it onto Lucy's.) We won't tell.
Jerry, So... You're a Titanic fanatic?
Lucy," Oh, yes. I've worked here since it opened, but I've never been able to participate."
Jerry, Happy to help... rose.
Tammy," (To a girl) I love watching bukkake. I mean, like, I don't know if I personally would ever do it..."
Summer, Brad! Hey!
Brad, Yo.
Tammy," (To the girl) Brad is here! Quick, make my hair look drunk."
Brad, Check it out. Tammy's already drunk. Cool.
Birdperson, The beacon was activated. Who is in danger?
Summer, Ugh! Grandpa!
Rick, Birdperson!
Birdperson, I am pleased there is no emergency.
Rick," Oh, there's an emergency, all right. (He puts his arm around Birdperson) A pussy emergency! When's the last time you got laid, 'pers?"
Birdperson, It has been a... challenging mating season for birdperson.
Rick," Then it's time to get your beak wet tonight, playah. (Leads Birdperson into the house) Go have some fun out there birdp-- bird-- birdperson."
Morty," Oh, man, how many people did you invite, Rick?"
Rick," Uh... people? Mm, six."
Rick," Yo! What up, my glip glops?!"
Morty," Oh, man!"
Morty," (Walking around picking up trash from the ground and putting it in a garbage bag. The house is very crowded) (Huff) (Huff) Oh! Y-y-you know there's a garbage, right?"
Morty," Hey, uh, what the hell?!"
like creature with items stuck inside of it, Ooh. That's why you never invite a floopy doop and a shmoopy doop to the same party. (Exits the room)
Morty," Oh, oh, g-- oh, that's disgusting! You guys are in my parents' bed!"
Blue alien, Oh. Sorry. I'm not feeling too well. I just needed to lie down for a bit.
Morty, Oh. Okay. S-s-sorry. Haha.
Morty," Oh, my God! Are you kidding me?!"
Gearhead, The thing people don't realize about the Gear Wars is that it was never really about the gears at all.
Rick," Uh-huh. Yeah. No, no, to-totally."
Morty," Rick, you got to stop --"
Rick, Morty! Have you met Gearhead?
Morty," (Waves) Hey, how's it --"
Rick," (Interrupts Morty) Morty here, he -- he would love to hear all about the Gear Wars. (Rick quickly leaves them)"
Gearhead," How familiar are you with the Gear Wars, exactly?"
Morty, Uh... Not at all.
Gearhead," Oh, boy. I envy you. Okay, it was about 754 years ago..."
Rick," Oh, hey, Morty! H-have you -- have you met my buddy scropon?"
Morty," Not again, Rick. That last guy droned on for 20 minutes, you know? And meanwhile, the whole house is being destroyed!"
Rick," Whoa, Morty, this guy's entire planet was destroyed."
Rick, Have a little perspective.
Squanchy," Hey, Rick, squanchy party, bro!"
Rick, Aw! Squanchy!
Squanchy, Is there a good place for me to squanch around here?
Rick," Squanchy, you can squanch wherever you want, man. Mi casa es su casa, dawg!"
Squanchy," All right! I like your squanch! (He runs away, excited)"
Morty," Uh, Rick, what exactly is ""squanching""?"
Rick," Morty, listen -- we've had a lot of really cool adventures over the last year, but it's time to relax."
Morty," Yeah, if I relax now, there might not even be any more adventures!"
Rick," Jesus, Morty, you're bumming me out. Can't we just pretend like everything's fine for a few hours, enjoy ourselves, and then worry about all this later?"
Morty," Yeah, that's easy for you to say, Rick. You know, you like not caring about stuff. You know, wh-wh-what's in this for me?"
Morty, (In slow motion) Jessica.
Rick," Knock it off, Slow Mobius!"
Slow Mobius," Ha ha! Sorry, dude! I'm just trying to show off my powers, bro!"
Morty, I can't believe she's here.
Rick," Well, what are you doing standing here, Morty? Go. Talk to her. (He shoves Morty away. Morty follows Jessica.)"
Rick," Tonight, the only adventure you're on is your cusping manhood."
Jerry," Oh, Rose."
Lucy, Whee!
Jerry, Is that what I think it is?
Lucy," (Off screen) Yes, every couple gets to re-create Jack's drowning at the end of the movie."
Lucy, It's so romantic.
Jerry, I can't wait to do that with Beth.
Lucy," I don't know, Jerry. With all due respect, it seems like your wife may not be that interested."
Jerry," (Gasp!) Look! (Points at the iceberg in front of the boat, as it rises higher out of the water)"
Voice through speaker," Iceberg, right ahead! The buffet is now closed."
Voice through speaker," Iceberg, right ahead! The buffet is now closed."
Jerry, No! What happened?!
Lucy, Their rail system must have failed.
Passengers," Oh, my God! We're not gonna sink! What are we gonna do?!"
Guy, Totally gonna get laid tonight. (Drinks from the cup.)
Tammy, (In awe) I like your feathers.
Birdperson, They are designed to attract the attention of the female.
Tammy, It's working.
Birdperson," Tammy, I should let you know I just got out of a highly intense soul bond with my previous spirit mate."
Tammy, I'm not looking to get into a soul bond. I'm just looking for... (Whispers into Birdperson's ear.)
Birdperson, I believe birdperson can arrange that.
Nancy," Hey, Summer, haven't seen you at flute practice in a while."
Girl," Summer, don't tell me you're friends with her."
Summer, (Lying) Are you kidding me? I don't even know what she's doing here.
Rick," Whoa. Not cool, summer. This is a party. (He accidentally splashes some of his drink into Nancy's face.) Everybody should be welcome."
Rick," Oh, great. Who invited Abradolph Lincoler? (Tries to hide his face from Abradolph Lincoler.)"
Summer, I thought everyone was welcome.
Rick," It's not the same, Summer. Lincoler is a crazed maniac -- just a misguided effort of mine to create a morally neutral superleader by combining the DNA of Adolf Hitler and Abraham Lincoln. Turns out (burp) it just adds up to a lame, weird loser."
Abradolph Lincoler," Rick, you brought me into this world, a suffering abomination tortured by the duality of its being."
Abradolph Lincoler, (Walks closer to Rick) But I shall finally know peace when I watch the life drain from your wretched body! (He accidentally bumps Brad with his arm. Brad is standing next to Jessica and Morty)
Brad," Whoa. What's up, man?"
Abradolph Lincoler," I have no quarrel with you, boy."
Brad," ""Boy""? What's that supposed to mean? (Gets up into Abradolph Lincoler's face)"
Abradolph Lincoler," (Threatened) It's just -- l-look, I-I don't know how you thought I meant it, but... (Looks at Rick for help)"
Rick," Don't look at me, dude."
Abradolph Lincoler," Look, I'm half-Abraham Lincoln, so --"
Brad, (Angry) So I should get on my knees and kiss your ass?!
Abradolph Lincoler," Well, no, but... You know?"
Brad, What do I know? That the third reich will reign for a thousand years?
Jessica," Leave him alone, Brad."
Brad," Stay out of this, Jessica!"
Rick," Kick his ass, Brad! (chanting)"
Everyone except Morty and Jessica, (Chanting) Kick his ass! Kick his ass! Kick his ass!
Jessica, Brad!
Morty, Rick!
Rick," (Shoves Morty towards the door where jessica went) I just did you a favor, Morty."
Morty, Sorry about all that. Rick has some really strange friends.
Jessica, (Annoyed) Ugh! Brad is such a jerk. He's always trying to prove what a man he is. I just want to find somebody nice and sweet.
Morty," Jessica, can I show you something?"
Jessica, Wow! Look at all this stuff.
Morty, (Walks over to the shelves and picks up a circular device.) Yeah. This is me and my grandpa Rick's Sci-Fi workshop. Check this out.
Jessica, It's beautiful.
Morty," You know, Jessica, there's something I've always wanted to tell you."
Jesica," What's that, Morty?"
Morty, I think that you're the most --
Jessica," No, that -- those weird sounds coming from the closet over there. (Points at the shaking closet.)"
Jessica, Aah!
Morty," Oh, my God!"
Squanchy," Hey, I'm squanching in here!"
Morty," Oh, my God! Oh, that is so disgusting!"
Morty," Ow! Oh! Oh, crap!"
Rick," Huh. Big star in the sky. (Breathes in) Oxygen-rich atmosphere. Giant testicle monsters. (Turns around, excited) We'll be fine! Let's party!"
Stereo," ♪ Just shake that ass, bitch, and let me see whatcha got ♪"
Summer," I swear to God, Morty, if it weren't for the fact that everyone's still having a blast in there, I would be so furious with you right now."
Rick," Oh, man. Y-you hear that, Morty? You really lucked out with Summer o-on that one. (Sips from his drink)"
Morty," How are you guys not freaking out right now?! T-the whole house is sitting in another dimension! I-I mean, w-what the hell are we supposed to do?! M-m-mom and dad are gonna kill us! I'm losing it here, Rick!"
Rick," (Holds Morty to get his attention) Relax, Morty, rela-a-a-ax! (Lets go) It's gonna be fine. All we have to do is go out and find us some kalaxian crystals. (Rick is still scanning with his device. It suddenly starts to beep.) Oh, shit, motherfucker! Kalaxian crystals, Morty, just a few miles South of here."
Morty," Okay. Let's go, then."
Morty," W-w-we got to go get those crystals right now, Rick."
Rick," (Makes Morty let go) Whoa, whoa, whoa. Morty, Morty, I-I can't go with you. I got to hang back and make sure everything stays cool here, you know? I mean, who knows what -- what if somebody breaks something?"
Summer, Yeah. Me too. I should stay.
Abradolph Lincoler, You guys have any aspirin?
Rick," Oh, hey, Morty, this is perfect! You can take Lincoler with you."
Abradolph Lincoler," Hey, man, I'm not going anywhere. I'm injured."
Rick," Shut up, Lincoler. (Shoves him away) It's the least you can do for wrecking the living room."
Summer," (Grabs Nancy's shoulders) Yeah! And, Nancy, you should go, too."
Nancy, What? Why -- why me?
Summer," Because, uh, you're -- you're so good at playing the flute. (Shoves Nancy towards Morty and Abradolph Lincoler)"
Jerry," (Annoyed) Great. Not only is the ship not sinking, but now the fourth wall has been broken."
Beth, (Sigh) I am gonna go back to the room to finish my book. You should find that Lucy woman. (Walks away from Jerry)
Jerry, But -- but --
Lucy," You see, Jerry? (She puts her hand on Jerry's shoulder) May I show you something?"
Lucy," Had everything gone as planned, this entire area would be underwater."
Jerry," I would have liked to see it. This trip has been a ""Titanic"" failure. (Turns to face Lucy) Get it?"
Jerry, (Shocked and confused) Ooh!
Lucy," Draw me, Jerry."
Jerry," (Awkwardly glancing at her body) Oh, boy. Lucy, wow. Uh, this isn't what I had in mind."
Lucy, But it's the perfect moment. We've been dreaming about this for 16 years.
Jerry," Um, not like this. Not -- not with you. Heh."
Lucy," (Lifts up a gun she has in her hand, and aims it at Jerry. She walks towards him) You are gonna draw me."
Jerry, Aah! (Backs away)
Lucy, Then you're going to fuck me in that car over there. (Points at an old-fashion car with the gun)
Abradolph Lincoler," (Thinking) It's weird, 'cause I definitely think that all men are created equal. But, at the same time --"
Morty," (Interupts him to shut him up) Okay! Um, the crystals should be really close."
Nancy, (Points at big pink crystals growing out of the ground) There they are!
Abradolph Lincoler, Wait. Something's not right.
Abradolph Lincoler," Get the crystals! I'll handle the beast! Prepare to be emancipated from your own inferior genes! (He lunges at the creature, as he tackles it down. Nancy and Morty quickly grab some crystals and put them in a small bag.)"
Nancy, Summer's gonna like me again.
Morty," Lincoler, come on! Let's get out of here!"
Abradolph Lincoler," Mein journey is over, Morty. (Grunts) I have something important to tell you."
Gearhead," ♪ And the gears, they turned for a thousand years ♪ ♪ until the dark day that they stopped ♪"
Morty," (Huff) Rick, I got them! I got the crystals! (He hands Rick the bag)"
Rick," All right! You did it, Morty. (Walks away)"
Morty," Rick, wait! There's something you need to know. I couldn't have done it without Lincoler. He said that he was really sorry and that he loves you like a father."
Morty," He only wanted you to accept him, and he hopes that his final act would redeem him in your eyes. (Morty tears up and wipes his eye) He sacrificed himself to save all of us, Rick. He died."
Rick," Well, at least he didn't die in vain. He got these crystals. (Rick cuts up the crystals into dust with his credit card, and snorts it up. Ricks eyes turn blue) And these babies just saved this lame-ass party! Wubba, lubba, dub, dub! Play something. Somebody, play something."
Morty, Wait a minute. What?
Rick, (Dancing) ♪ Put your right foot forward ♪ ♪ and your left foot back ♪ ♪ then fucking slide around ♪ ♪ like on a nordictrack ♪
Rick," ♪ move to the left ♪ ♪ step to the right ♪ ♪ wiggle your elbows, and look ♪ ♪ up into the light ♪"
Song," ♪ it's the, it's the ♪ ♪ it's the Rick dance ♪ ♪ it's the, it's the ♪ ♪ it's the Rick dance ♪"
Rick," Slow Mobius, hit me with the clock beam!"
Song," ♪ It's the, it's the ♪ ♪ it's the Rick dance ♪"
Rick," That's the Rick dance! All right! (burp) Whoa, man!"
Morty, What the hell was that?! I thought those crystals were supposed to help us get home or something!
Rick," What? No, no, no. I can get us home whenever I want to. But, listen, speaking of those crystals, can I get the rest of them? I'm starting to come down, Morty. (His eye color turns back to normal) Crystal kalaxian is a really strong, but fleeting high. (He scratches the side of his face)"
Morty," That's what I think of your crystals, Rick!"
Rick," Oh, Morty, you idiot! Does anybody else have any more k-lax? B-birdperson?"
Rick," Uh, squanchy?"
Squanchy, Don't squaunch at me.
Morty," All right, everybody, party is officially over! Rick, take us home now."
Rick," All right, all right, fine, Morty, you party pooper buzzkill! Boo, boo! Morty sucks!"
Tammy," Boo! You suck, whatever your name is."
Everyone, Boo!
Rick," Morty, you're the worst, Morty."
Gearhead, But these gears just started turnin'.
Lucy," Almost finished, Jerry?"
Jerry," Uh, almost. I haven't quite captured your beautiful eyes."
Lucy, (Still holding the gun) I'm sure it's good enough. Move!
Lucy," Every weekend, Jacks and Roses have their Titanic experience in this car, and I have to mop it up. The floor drops out to make it easier. (She licks the car, as the floor of the car detatches.) But now it's my turn. We're going to get it nice and steamy in there, and I'm going to slam my hand on the steam and leave a nice handprint, and then you're going to love inside of me."
Lucy, No mess. No clean.
Jerry, (Reieved) Beth!
Beth, Bet you're glad I think kindles are dumb now.
Beth, I can't help but feel a little guilty. I didn't peg Lucy for a rapist.
Jerry," What does a rapist look like exactly, Beth? Is it a slavic man wearing a denim jacket with a patchy beard and the scent of cheap champagne wafting over his blister-pocked lips? (Feeling scared due to a flashback)"
Beth, What?
Beth," Well, at least you got all this free stuff. (She enters the door into the drivers seat, as Jerry closes the back door, and tries to fit a painting board from the titanic boat.)"
Beth, Should be enough to satisfy your Titanic Jones for a while.
Jerry," (Puts the board into the passenger seat) Ugh! I'm not going to fit. (Hangs onto the board, recreating Jack's death from the Titanic movie. He slowly slips off) Beth, listen to me. You're going to get out of here. You're gonna go on, and --"
Beth," (Interrupts Jerry) Jerry, just leave the door."
Jerry," It's not a door, Beth. It's debris."
Beth, I don't care. Just leave it.
Jerry," Yeah. Okay. (He takes out the board and leaves it on the ground, as he gets into the car. He has Lucy's necklace. He drops it out of the car window. Lucy is seen hanging onto the underneath of their car. The car starts moving)"
Lucy," Ahahahah! ""Cape fear""! Hahahaha! ""Cape fear""! I'm -- I'm doing -- I'm -- I'm going to do like from ""cape fear""."
Lucy, Ugh! Auh! Augh! (huff) (huff)
Squanchy," Hey, squanchers! The party's squanching on at my place!"
Summer," Cool. I'm coming, too."
Squanchy," (Stops Summer) Uh, no. You're not squanchy enough for a squanchy party."
Summer, What?
Squanchy, Nancy told us what a bitch you are. (Leaves)
Summer," Guys, seriously. Nancy?"
Nancy," Summer, you're a bad person. All you care about is having popular people like you. That's not what Abradolph Lincoler stood for. Well, I-it was hard to pin down what he stood for, but it's certainly not what he died for."
Summer," Next time I party, I'm just gonna focus on getting totally wrecked. (To Rick) You're so wise."
Rick," (Groan) (Mumbles) Hmm, yeah. Mhh mhm... (Rick falls asleep, snoring)"
Birdperson, May I assist you with that?
Morty," Uh, sure, yeah. (Takes the trash and puts it in the garbage bag) Thanks. (Continues to pick up trash)"
Birdperson," Morty, do you know what ""wubba lubba dub dub"" means?"
Morty," Uh, that's just Rick's stupid nonsense catchphrase."
Birdperson," (Walks up to Morty) It's not nonsense at all. In my people's tongue, it means, ""I am in great pain. Please help me."""
Morty," Well, I got news for you. He's saying it ironically."
Birdperson," No, Morty. Your grandfather is, indeed, in very deep pain. That is why he must numb himself."
Morty," Come on, um..."
Birdperson, Birdperson.
Morty," Come on, birdperson. Rick's not that complicated. He's just a huge asshole."
Birdperson, Then why do you care so much if you are no longer allowed to continue on your adventures together? It appears fate has presented you with an opportunity to free yourself of Rick forever.
Morty, You know what? You're right. I shouldn't even care. This is probably the best thing that could have happened to me.
Morty, I'm sick of having adventures with Rick.
Birdperson," My people have another saying-- ""gubba nub nub doo rah kah"". It means, ""whatever lets you sleep at night""."
Summer," Guys, mom and dad are, like, right around the corner."
Birdperson," This is your moment, Morty. Choose wisely. Tammy!"
Birdperson, Caw!
Summer, Wow. We are so screwed.
Morty," (Walks over to Rick, and shakes him) Rick, wake up."
Rick, Huh? What? Wait? What? What? Stop.
Morty," Rick, you got to do something quick. My parents are home."
Rick," Augh. Uh, all -- all right. (Sits up and grabs a glass of water sitting on the coffee table.) All right. Hold -- hold on. (He drinks from the glass) Ahh! So good."
Morty," Oh, my God. They're walking up the driveway."
Rick, Bring me the thing.
Morty, What -- what thing?
Rick," (Rubbing his forehead and focusing) The thing. The thing. The -- the -- it's got, like, buttons on it and lights on it. It -- it -- it beeps."
Morty, Rick! That describes everything in your garage!
Summer, (Walks up to Rick with a remove device) Do you mean this?
Rick, Summer (burp) for for the win.
Rick," All right, that should do it."
Morty, Whoa! What did you do?
Rick," Uh, s-see for yourself."
Summer, Whoa!
Rick," Yeah, e-everything's frozen in time. Yeah, and slow mobius thinks he's all that."
Morty, For how long?
Rick, I don't know. How long do you guys want? A week? A month?
Summer, Can we start cleaning the house and see how we feel?
Rick, Worst movie ever.
Summer, Dumb.
Morty," Ooh, boy, what a waste of time."
Morty," Get it? You know, 'cause it's frozen."
Summer, This has been so much fun.
Morty," Hey, Rick. You know, this whole time, I haven't once heard you say that ""wubba lubba dub dub"" thing that you usually say."
Rick, Don't need to. I have a (burp) new catchphrase.
Morty," Oh, yeah? What -- what's that, Rick?"
Rick, love my grandkids.
Morty and Summer in unison, (Hug Rick) Aww.
Rick," Psych! Just kidding -- my new catchphrase is, ""I don't give a fuck""."
Rick and the song," ♪ Just shake that ass, bitch, and let me see whatcha got ♪ ♪ just shake that ass, bitch, and let me see whatcha got ♪ Roll credits! ♪ Just shake that a-- Roll the credits! Go! ♪ Just shake that ass That's the end of season one!"
Rick," That's the end, motherfucker! ""I don't give a fuck"" is my new catchphrase! Fuck you! That's season one! Boom! Season one up in your face, motherfucker! Yeah!"
Abradolph Lincoler, Revenge.
Abradolph Lincoler, What?!
Shirtless guy, Party!
Shirtless guy," Whoo, baby!"
Abradolph Lincoler," Please, stop!"
Shirtless Guy," Hey, brah!"
Abradolph Lincoler, I don't understand. Are you enjoying this? Do you like this?
Shirtless Guy," Yeah, you know it, dawg! Whoo, baby!"
in, Rick and Morty Transcripts
Rick and Morty, Season: 2 Episode: 1
Enter, Summer)
Summer," Hurry up Morty, Grampa’s about to unfreeze time. You know you really should be cleaning from top to bottom."
Morty," I know how to vacuum Mom and Dad, Summer, I’ve been doing it for six months!"
Summer, Then you’ve been doing it wrong for six months. Oh my god is that mildew?
Morty, It’s not my fault we froze time on a humid day!
Summer," You have dropped so many balls, man. Do you ever get scared Grampa Rick might make me his new sidekick?"
Morty, What? What kind of monster are you?
Summer, A competent one.
Rick, Who cares about the *belch* thing you guys are talking about. The whole point of freezing time is to stop giving a *ck. Put a shirt on your dumb dad and let’s get this dumb universe rolling. Let’s do this thing.
Rick," Alright, listen you two, we froze time for a pretty long time, so when I unfreeze it, the world’s time is gonna be fine, but our time’s gonna need a little time to, you know, stabilize."
Morty, Our time is gonna be unstable? What does that even mean?
Rick," It means relax and stop being a pussy, Morty. I thought you learned that by now. It also means don’t touch your parents or we could shatter into countless theoretical shards."
Morty," Wait a minute, what?"
Rick, And away we go!
Morty," Uh, did we ever put that mattress under Mr. Benson?"
Rick," Shhh, Morty!"
Jerry," …A THING OR TWO ABOUT… wait, what? Was the house…? When we pulled up I could have sworn the house was completely trashed."
Rick," Negative visualization, Jerry. It explains a lot about where you’re at. Hi, sweety."
Beth," Hi, dad."
Beth," Summer, Morty, are you okay?"
Morty, W-We just missed you a lot.
Summer," Yeah, we missed you so much. Too much to hug you though."
Rick," Yeah it would literally destroy them. Now listen, why do—why do—why—why don’t you guys go get a free sunday ice cream, (Rick puts a rubber band around a rolled up wad of cash) go out there and get some ice creams. Here’s five hundred dollars cash in unmarked moneys. I’m just gonna put it on the floor and uh, kick it on over to ya. You guys go nuts."
Jerry," This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream won’t save you. I’ll get my jacket."
Beth," Sweety, is your shirt on backwards?"
Summer, *Gasp*
Morty, Oh!
Rick, Uh oh.
Jerry," Yeah, I like it this way. I’m not stupid."
Morty, Phew…
Summer, *Exhales*
Rick," Man that guy is the Red Grin Grumble to pretending he knows what’s going on. (Morty and Summer laugh) Oh you agree, huh? (Summer: Funny) You like that Red Grin Grumble reference? (Summer: Yeah.) Well guess what? I made him up. You really are your father’s children. Think for yourselves, don’t be sheep."
Summer," God, I feel terrible."
Rick," Yup, it really makes you appreciate how fickle the universe can be. (Rick opens refrigerator) [Trans. Inside refrigerator] One minute you’re falling off a roof for six months, the next minute, bam!"
Morty," Uh, just to be clear, it was Summer’s job to put the mattress under-"
Summer," (interrupting) Uh, what? It was your job, Morty. (Summer pokes Morty.)"
Morty, Nuh uh!
Summer, Yeah huh!
Rick," Actually, sorry Summer, I gotta back the M bomb on this one. I remember the conversation. We told Morty to replace all the bank’s money with cookies, your job was to put the mattress under Mr. Benson."
Morty," Boom! In your face Summer! You really dropped the ball, man."
Summer," Shut up Morty, you vindictive little turd!"
Morty, You shut up you big… female asshole!
Alternate Morty," Hey, don’t shove me!"
Summer, I didn’t!
Morty, You didn’t what?
Alternate Summer, What’s your problem?
Morty, What’s yours?
Alternate Summer, Shut up!
Morty, You shut up!
Rick, Whoa whoa wh-what the hell hell hell hell hell?
All Ricks," Oh god, oh no, what did you guys just do?"
All Summers," Wait, what am I saying?"
Rick, *belch* Were either of you guys uncertain about anything just now?
All Mortys, Oh man… I don’t feel good.
All Mortys," Wait, who said that?"
All Ricks," Alright both of you, just don’t move, don’t speak, don’t think. I have to check something."
All Mortys, What’s going on Rick?
All Summers, What’s happening Grampa?
All Ricks, Shut up! (Rick turns on a monitor) Oh crap are you kidding me? Two dots? This never needs to be more than one dot. The two of you made us uncertain!
All Ricks, Our time is fractured. You two somehow created a feedback loop of uncertainty that’s split our reality into two equally possible impossiblities. W-we’re exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. We’re entirely hypothetical.
All Mortys, But I thought there were infinite timelines.
All Ricks," We’re not on any timeline, dummy. Look."
All Mortys, Oh my god!
All Summers, Are those cats?
All Ricks," I assume they’re Schrodinger’s cats. A-actually, I assume they both are and aren’t, just like us."
All Ricks, “Mom and Dad?” Get your head out of your family’s ass. The three of us are lost in a timeless oblivion. Your parents get to exist. They’re probably living it up in some pointless grounded story about their sh*t marriage.
Jerry, Cold Stone Creamery is the best. What should we do with our remaining twenty dollars?
Beth, You realize they sing no matter how much you tip.
Beth, Holy shit! What happened?
Jerry, I hit a deer! W-we have to tell the cops you were driving.
Beth, W-what?
Jerry, This is Rum Raisin!
Beth, It’s still alive.
Jerry," Well, do we- do I uh, get a big rock? Or-"
Beth," It’s not an armadillo, asshole!"
Jerry," I thought that’s what a man’s supposed to say, it’s not like I could have actually done it."
Beth," If we were near a hospital, I could treat it, but I-I think we have to just-"
Jerry," It’s okay, this is just something that happens. And even if we were in a hospital, what could we do, you’re a horse surgeon, not a deer surgeon."
Beth, So…
Jerry, Well don’t different animals-
Beth, Require different levels of skill to keep alive?
Jerry, Oh god…
Beth," Get the deer in the car, Jerry."
Jerry, Yes Beth.
All Ricks," This is why you don’t freeze time, you guys. It’s incredibly irresponsible."
All Ricks," Look, there’s no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn’t. And we’ve got about four hours to be “is”."
All Ricks, We “isn’t”
All Ricks," Alright, since this time crystal exists in both possibilities, and since it’s impossible that I didn’t nail this, I’m probably about to press this button in both possibilities at exactly the same time."
All Ricks," Whatever you’re asking, the answer is I’m amazing. And away we go!"
Rick," Huh, what do you know, it’s working"
Rick, Oh shit.
All Ricks, What the hell is wrong with you two!? I-I m- I m- I mean you 4!?
All Ricks," Good I’m glad it was painful. You do deserve it! I saw you, you’re both *belch* all over the damn place. We’ve been split for twenty minutes and your lives are already scattered to the quantum f***ing wind? What the hell do either of you have to be so uncertain about? Your brand of zit cream? Which chair to sit in while I do everything? Come on, spit it out!"
All Mortys," Well you don’t exactly make it easy, Rick!"
All Ricks," Alright, cool it, I see what’s happening here. You’re both young, you’re both unsure about your place in the universe, you both wanna be “Grampa’s favorite.” I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampa’s concerned, you’re both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway."
Beth," Emergency, wounded deer coming in."
Vet," 3. Excuse me, you can’t be back here."
Beth," I’m a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake."
Vet," That’s my nurse, and as a horse surgeon, I’m sure that you know that deer have much smaller, much more intricate organs-"
Beth," As a vet, I’m sure you know a deer is closer to a horse than you are to a doctor, so let’s save the measuring for when our dicks are out, it’s time to save a life!"
Vet, Geez…
Beth," That’s odd, this deer’s wounded."
Jerry," Uh, yeah, I was there, you don’t have to rub it in."
Beth, I mean it’s been shot. With a gun.
Hunter, My gun.
Vet," May I help you, sir?"
Hunter," No, but you can stop helping this deer. I shot it before these two hit it with their car and I followed them when they hauled it off. This deer belongs to me."
Beth," *sigh* We don’t have time for this, okay! I need anesthetic, and deer saline!"
Vet," Look, I don’t know what the law says about this, but I took an oath that I would let no animal come to harm. Except when sterilizing, aborting or euthenizing them and also when eating them at almost any meal."
Hunter, I’m calling my lawyer. I hope for all our sakes you’re as bad a surgeon as I am a hunter.
Beth," In your dreams, bitch! Scalpel!"
